47206.5	-15.783
47236.5	9.376
47266.9	1.321
47297.4	1.074
47327.9	4.125
47358.4	-5.534
47389.4	-0.798
47419.9	-0.511
47450.4	0.272
47480.9	7.280
47511.5	-1.079
47542.5	3.247
47572.1	-12.588
47601.6	-0.189
47632.0	-1.721
47662.7	2.616
47693.0	5.435
47723.7	4.472
47754.8	2.061
47785.1	-0.456
47815.9	3.175
47845.9	0.586
47876.4	-0.999
47907.4	-4.606
47936.9	-2.984
47966.5	-4.096
47996.8	0.624
48027.5	-1.324
48057.9	0.016
48088.5	-0.001
48119.5	4.506
48150.0	1.278
48180.5	-1.950
48211.1	-2.097
48241.0	-2.244
48272.5	4.144
48302.2	4.427
48331.7	-4.710
48361.9	-7.425
48392.4	-3.972
48422.9	12.444
48453.5	14.274
48484.5	3.184
48515.0	2.461
48545.5	1.738
48576.0	-0.919
48606.5	-1.564
48637.5	-0.970
48667.5	2.167
48697.5	2.420
48728.1	3.037
48758.6	1.390
48789.0	-5.545
48819.6	3.517
48850.5	-1.481
48881.0	-6.478
48911.5	-11.476
48942.0	0.007
48972.4	13.393
49003.4	2.689
49033.0	-0.917
49062.5	9.440
49093.0	-0.616
49123.5	0.368
49154.0	-0.979
49184.5	0.943
49215.5	2.449
49246.0	3.114
49276.6	13.201
49307.0	0.847
49338.0	2.404
49368.6	0.351
49398.1	-0.708
49427.5	-1.853
49458.0	1.776
49488.5	5.405
49519.0	1.386
49549.5	16.156
49580.5	7.780
49611.0	-0.597
49641.5	6.204
49672.0	-3.341
49702.4	1.029
49733.6	-3.121
49763.1	-0.537
49792.5	4.933
49823.0	-1.340
49853.5	-8.139
49884.0	4.599
49914.5	-1.333
49945.5	0.576
49976.1	-2.778
50006.5	12.503
50037.0	-1.387
50067.2	1.701
50098.5	13.981
50128.4	2.777
50158.4	-7.915
50189.0	-1.600
50219.5	9.483
50250.0	1.141
50280.5	3.177
50311.5	7.058
50342.0	9.197
50372.6	4.881
50403.1	-2.882
50433.6	1.617
50464.5	3.023
50494.0	-9.198
50523.5	-0.326
50554.0	-3.488
50584.5	-5.490
50615.0	-0.301
50645.5	6.431
50676.5	-2.032
50707.0	7.429
50737.5	7.335
50768.0	4.723
50798.5	3.762
50829.6	-3.568
50859.1	8.224
50888.5	-3.183
50919.0	10.527
50949.5	6.221
50980.0	7.187
51010.5	13.398
51041.5	2.242
51072.0	-0.031
51102.5	-2.163
51133.0	0.507
51163.5	13.364
51194.5	-6.977
51224.0	-2.831
51253.5	5.813
51284.0	-1.960
51314.5	13.059
51345.0	-10.931
51375.5	4.612
51406.5	18.414
51437.0	14.555
51467.5	2.160
51498.0	14.031
51528.5	6.872
51559.6	4.839
51589.5	12.405
51619.5	2.422
51650.0	1.558
51680.5	0.694
51711.0	-2.431
51741.6	-3.332
51772.5	4.821
51802.9	2.422
51833.4	-3.380
51864.0	2.179
51894.5	6.452
51925.5	5.419
51955.1	-0.041
51984.5	6.799
52015.1	-2.236
52045.5	3.328
52076.0	9.109
52106.5	4.526
52137.6	0.984
52168.1	-0.020
52198.6	-2.467
52229.1	6.185
52259.6	7.646
52290.5	2.403
52320.0	2.512
52344.5	6.103
52380.0	13.403
52410.5	4.333
52441.0	2.550
52471.5	6.967
52502.4	4.043
52533.0	6.181
52563.5	2.618
52594.0	1.046
52624.5	0.203
52655.6	-1.985
52685.1	1.088
52714.6	4.160
52745.1	-6.362
52775.5	-9.678
52806.0	-12.994
52837.0	-10.782
52867.5	-8.569
52898.0	-2.791
52928.5	2.987
52959.0	8.766
52989.5	0.281
53020.5	4.674
53050.6	17.403
53080.6	-0.548
53111.1	1.331
53141.5	3.210
53172.0	-10.724
53202.6	0.265
53233.6	-0.995
53264.1	-2.254
53294.6	2.954
53325.0	-1.613
53355.5	1.595
53386.5	-0.865
53416.0	0.022
53445.5	-1.286
53476.0	-3.013
53506.5	-8.708
53537.1	6.569
53567.6	3.253
53598.5	4.340
53629.0	6.114
53659.5	0.043
53690.0	15.761
53720.5	1.815
53751.6	3.517
53781.1	6.361
53810.6	3.845
53841.0	-0.170
53871.5	6.355
53902.0	18.908
53932.5	-2.904
53963.5	13.137
53994.0	0.674
54024.5	7.217
54055.0	-8.481
54085.5	8.731
54116.5	15.671
54146.0	4.494
54175.5	-0.432
54206.0	5.492
54236.5	6.554
54267.0	-8.207
54297.6	-1.374
54328.6	5.459
54359.1	-0.099
54389.6	8.879
54420.1	20.780
54450.6	2.885
54481.6	3.732
54511.5	4.835
54541.5	-2.263
54572.0	-7.212
54602.5	6.909
54633.0	5.142
54663.5	-1.168
54694.5	4.870
54725.0	0.004
54755.5	1.427
54786.0	5.621
54816.5	-6.704
54847.5	-0.143
54877.1	7.167
54906.6	2.949
54937.1	1.665
54967.6	5.508
54998.0	1.876
55028.5	3.517
55059.6	0.864
55090.0	7.895
55120.5	17.267
55151.0	6.513
55181.5	3.128
55212.5	1.199
55242.0	4.676
55271.5	-2.272
55302.1	10.214
55332.6	4.085
55363.1	14.123
55393.5	0.193
55424.6	4.666
55455.0	-1.568
55485.6	-6.580
55516.1	1.124
55546.5	-2.633
55577.5	0.976
55606.8	1.255
55636.5	-7.502
55667.0	13.600
55697.5	1.649
55728.0	-4.071
55758.5	5.111
55789.5	-5.877
55820.0	-7.234
55850.5	-14.322
55881.0	-12.357
55911.5	-0.140
